pmid,year,first_author,title,abstract,journal,pubtypes,mesh,doi,arms,fetch_status,stage1,stage1_rule
37184385,2023,Sänger PA,Regulation and Functionality of a Holin/Endolysin Pair Involved in Killing of Galleria mellonella and Caenorhabditis elegans by Yersinia enterocolitica.,"The insecticidal toxin complex (Tc) proteins are produced by several insect-associated bacteria, including Yersinia enterocolitica strain W22703, which oscillates between two distinct pathogenicity phases in invertebrates and humans. The mechanism by which this high-molecular-weight toxin is released into the extracellular surrounding, however, has not been deciphered. In this study, we investigated the regulation and functionality of a phage-related holin/endolysin (HE) cassette located within the insecticidal pathogenicity island Tc-PAIYe of W22703. Using the Galleria mellonella infection model and luciferase reporter fusions, we revealed that quorum sensing contributes to the insecticidal activity of W22703 upon influencing the transcription of tcaR2, which encodes an activator of the tc and HE genes. In contrast, a lack of the Yersinia modulator, YmoA, stimulated HE gene transcription, and mutant W22703 ΔymoA exhibited a stronger toxicity toward insect larvae than did W22703. A luciferase reporter fusion demonstrated transcriptional activation of the HE cassette in vivo, and a significantly larger extracellular amount of subunit TcaA was found in W22703 ΔymoA relative to its ΔHE mutant. Using competitive growth assays, we demonstrated that at least in vitro, the TcaA release upon HE activity is not mediated by cell lysis of a significant part of the population. Oral infection of Caenorhabditis elegans with a HE deletion mutant attenuated the nematocidal activity of the wild type, similar to the case with a mutant lacking a Tc subunit. We conclude that the dual holin/endolysin cassette of yersiniae is a novel example of a phage-related function adapted for the release of a bacterial toxin. IMPORTANCE Members of the genus Yersinia cause gastroenteritis in humans but also exhibit toxicity toward invertebrates. A virulence factor required for this environmental life cycle stage is the multisubunit toxin complex (Tc), which is distinct from the insecticidal toxin of Bacillus thuringiensis and has the potential to be used in pest control. The mechanism by which this high-molecular-weight Tc is secreted from bacterial cells has not been uncovered. Here, we show that a highly conserved phage-related holin/endolysin pair, which is encoded by the genes holY and elyY located between the Tc subunit genes, is essential for the insecticidal activity of Y. enterocolitica and that its activation increases the amount of Tc subunits in the supernatant. Thus, the dual holY-elyY cassette of Y. enterocolitica constitutes a new example for a type 10 secretion system to release bacterial toxins.",Applied and environmental microbiology,"Journal Article; Research Support, Non-U.S. Gov't",Animals; Humans; Yersinia enterocolitica; Caenorhabditis elegans; Moths; Bacterial Toxins; Insecta; Insecticides; Luciferases; Bacterial Proteins; Endopeptidases,10.1128/jb.134.3.1141-1156.1978,B_no_organism_block,ok,ADVANCE,
37188549,2023,Hosokawa M,Target enrichment of uncultured human oral bacteria with phage-derived molecules found by single-cell genomics.,"Advances in culture-independent microbial analysis, such as metagenomics and single-cell genomics, have significantly increased our understanding of microbial lineages. While these methods have uncovered a large number of novel microbial taxa, many remain uncultured, and their function and mode of existence in the environment are still unknown. This study aims to explore the use of bacteriophage-derived molecules as probes for detecting and isolating uncultured bacteria. Here, we proposed multiplex single-cell sequencing to obtain massive uncultured oral bacterial genomes and searched prophage sequences from over 450 obtained human oral bacterial single-amplified genomes (SAGs). The focus was on the cell wall binding domain (CBD) in phage endolysin, and fluorescent protein-fused CBDs were generated based on several CBD gene sequences predicted from Streptococcus SAGs. The ability of the Streptococcus prophage-derived CBDs to detect and enrich specific Streptococcus species from human saliva while maintaining cell viability was confirmed by magnetic separation and flow cytometry. The approach to phage-derived molecule generation based on uncultured bacterial SAG is expected to improve the process of designing molecules that selectively capture or detect specific bacteria, notably from uncultured gram-positive bacteria, and will have applications in isolation and in situ detection of beneficial or pathogenic bacteria.",Journal of bioscience and bioengineering,Journal Article,"Humans; Bacteriophages; Bacteria; Genomics; Metagenomics; Genome, Bacterial",10.1016/j.jbiosc.2023.04.005,B_no_organism_block,ok,ADVANCE,
37188814,2023,Johansen J,Centenarians have a diverse gut virome with the potential to modulate metabolism and promote healthy lifespan.,"Distinct gut microbiome ecology may be implicated in the prevention of aging-related diseases as it influences systemic immune function and resistance to infections. Yet, the viral component of the microbiome throughout different stages in life remains unexplored. Here we present a characterization of the centenarian gut virome using previously published metagenomes from 195 individuals from Japan and Sardinia. Compared with gut viromes of younger adults (>18 yr) and older individuals (>60 yr), centenarians had a more diverse virome including previously undescribed viral genera, such as viruses associated with Clostridia. A population shift towards higher lytic activity was also observed. Finally, we investigated phage-encoded auxiliary functions that influence bacterial physiology, which revealed an enrichment of genes supporting key steps in sulfate metabolic pathways. Phage and bacterial members of the centenarian microbiome displayed an increased potential for converting methionine to homocysteine, sulfate to sulfide and taurine to sulfide. A greater metabolic output of microbial hydrogen sulfide in centenarians may in turn support mucosal integrity and resistance to pathobionts.",Nature microbiology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural","Adult; Aged, 80 and over; Humans; Longevity; Virome; Centenarians; Viruses; Microbiota; Bacteriophages",10.1371/journal.pcbi.1009442,B_no_organism_block,ok,ADVANCE,
37189332,2023,Smith L,Bacteriophages of the Order Crassvirales: What Do We Currently Know about This Keystone Component of the Human Gut Virome?,"The order Crassvirales comprises dsDNA bacteriophages infecting bacteria in the phylum Bacteroidetes that are found in a variety of environments but are especially prevalent in the mammalian gut. This review summarises available information on the genomics, diversity, taxonomy, and ecology of this largely uncultured viral taxon. With experimental data available from a handful of cultured representatives, the review highlights key properties of virion morphology, infection, gene expression and replication processes, and phage-host dynamics.",Biomolecules,"Journal Article; Review; Research Support, Non-U.S. Gov't",Animals; Humans; Bacteriophages; Virome; Metagenomics; Genomics; DNA; Mammals,10.1128/mBio.00978-16,B_no_organism_block,ok,ADVANCE,
37191949,2023,Buffington J,Identification of nurse shark VNAR single-domain antibodies targeting the spike S2 subunit of SARS-CoV-2.,"SARS-CoV-2 is the etiological agent of the COVID-19 pandemic. Antibody-based therapeutics targeting the spike protein, specifically the S1 subunit or the receptor binding domain (RBD) of SARS-CoV-2, have gained attention due to their clinical efficacy in treating patients diagnosed with COVID-19. An alternative to conventional antibody therapeutics is the use of shark new antigen variable receptor domain (VNAR ) antibodies. VNAR s are small (<15 kDa) and can reach deep into the pockets or grooves of the target antigen. Here, we have isolated 53 VNAR s that bind to the S2 subunit by phage panning from a naïve nurse shark VNAR phage display library constructed in our laboratory. Among those binders, S2A9 showed the best neutralization activity against the original pseudotyped SARS-CoV-2 virus. Several binders, including S2A9, showed cross-reactivity against S2 subunits from other β coronaviruses. Furthermore, S2A9 showed neutralization activity against all variants of concern (VOCs) from alpha to omicron (including BA1, BA2, BA4, and BA5) in both pseudovirus and live virus neutralization assays. Our findings suggest that S2A9 could be a promising lead molecule for the development of broadly neutralizing antibodies against SARS-CoV-2 and emerging variants. The nurse shark VNAR phage library offers a novel platform that can be used to rapidly isolate single-domain antibodies against emerging viral pathogens.",FASEB journal : official publication of the Federation of American Societies for Experimental Biology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Intramural","Humans; SARS-CoV-2; COVID-19; Single-Domain Antibodies; Pandemics; Antibodies; Bacteriophages; Antibodies, Viral; Antibodies, Neutralizing",10.1096/fj.202202099RR,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
37195168,2023,Lauman P,Synergistic Interactions among Burkholderia cepacia Complex-Targeting Phages Reveal a Novel Therapeutic Role for Lysogenization-Capable Phages.,"Antimicrobial resistance is a danger to global public health and threatens many aspects of modern medicine. Bacterial species such as those of the Burkholderia cepacia complex (Bcc) cause life-threatening respiratory infections and are highly resistant to antibiotics. One promising alternative being explored to combat Bcc infections is phage therapy (PT): the use of phages to treat bacterial infections. Unfortunately, the utility of PT against many pathogenic species is limited by its prevailing paradigm: that only obligately lytic phages should be used therapeutically. It is thought that 'lysogenic' phages do not lyse all bacteria and can transfer antimicrobial resistance or virulence factors to their hosts. We argue that the tendency of a lysogenization-capable (LC) phage to form stable lysogens is not predicated exclusively on its ability to do so, and that the therapeutic suitability of a phage must be evaluated on a case-by-case basis. Concordantly, we developed several novel metrics-Efficiency of Phage Activity, Growth Reduction Coefficient, and Stable Lysogenization Frequency-and used them to evaluate eight Bcc-specific phages. Although these parameters vary considerably among Bcc phages, a strong inverse correlation (R2 = 0.67; P < 0.0001) exists between lysogen formation and antibacterial activity, indicating that certain LC phages with low frequency of stable lysogenization may be therapeutically efficacious. Moreover, we show that many LC Bcc phages interact synergistically with other phages in the first reported instance of mathematically defined polyphage synergy, and that these interactions result in the eradication of in vitro bacterial growth. Together, these findings reveal a novel therapeutic role for LC phages and challenge the current paradigm of PT. IMPORTANCE The spread of antimicrobial resistance is an imminent threat to public health around the world. Particularly concerning are species of the Burkholderia cepacia complex (Bcc), which cause life-threatening respiratory infections and are notoriously resistant to antibiotics. Phage therapy is a promising alternative being explored to combat Bcc infections and antimicrobial resistance in general, but its utility against many pathogenic species, including the Bcc, is restricted by the currently prevailing paradigm of exclusively using rare obligately lytic phages due to the perception that 'lysogenic' phages are therapeutically unsuitable. Our findings show that many lysogenization-capable phages exhibit powerful in vitro antibacterial activity both alone and through mathematically defined synergistic interactions with other phages, demonstrating a novel therapeutic role for LC phages and therefore challenging the currently prevailing paradigm of PT.",Microbiology spectrum,"Journal Article; Research Support, Non-U.S. Gov't",Humans; Bacteriophages; Burkholderia cepacia complex; Lysogeny; Anti-Bacterial Agents; Burkholderia Infections,10.1038/protex.2010.212,B_no_organism_block,ok,ADVANCE,
37196558,2023,Lee CH,Generation and characterization of avian single chain variable fragment against human Alpha-Enolase.,"Overexpression of human alpha-enolase (hEno1)has been reported in a wide range of cancers and is tightly associated with poor prognosis, making it a remarkable biomarker and therapeutic target. In this study, polyclonal yolk-immunoglobulin (IgY) antibodies purified from hEno1-immunized chickens showed a noticeable specific humoral response. Phage display technology was used to construct two antibody libraries of IgY gene-derived single-chain variable fragments (scFvs) containing 7.8 × 107 and 5.4 × 107 transformants, respectively. Phage-based ELISA indicated that specific anti-hEno1 clones were significantly enriched. The nucleotide sequences of scFv-expressing clones were determined and classified into seven groups either in the short linker or the long linker. Moreover, higher mutation rates were revealed in the CDR regions, especially in the CDR3. Three distinguish antigenic epitopes were identified on the hEno1 protein. The binding activities of selected anti-hEno1 scFv on hEno1-positive PE089 lung cancer cells were confirmed using Western blot, flow cytometry, and immunofluorescence assay. In particular, hEnS7 and hEnS8 scFv antibodies significantly suppressed the growth and migration of PE089 cells. Taken together, these chicken-derived anti-hEno1 IgY and scFv antibodies have great potential to develop diagnostic and therapeutic agents for the treatment of lung cancer patients with high expression levels of hEno1 protein.",International immunopharmacology,Journal Article,Animals; Humans; Cell Surface Display Techniques; Chickens; Enzyme-Linked Immunosorbent Assay; Lung Neoplasms; Peptide Library; Phosphopyruvate Hydratase; Single-Chain Antibodies,10.1016/j.intimp.2023.110277,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
37196842,2023,Tian R,Characterization of G-type Clostridium perfringens bacteriophages and their disinfection effect on chicken meat.,"Clostridium perfringens is one of most important bacterial pathogens in the poultry industry and mainly causes necrotizing enteritis (NE). This pathogen and its toxins can cause foodborne diseases in humans through the food chain. In China, with the rise of antibiotic resistance and the banning of antibiotic growth promoters (AGPs) in poultry farming, food contamination and NE are becoming more prevalent. Bacteriophages are a viable technique to control C. perfringens as an alternative to antibiotics. We isolated Clostridium phage from the environment, providing a new method for the prevention of NE and C. perfringens contamination in meat. In this study, we selected C. perfringens strains from various regions and animal sources in China for phage isolation. The biological characteristics of Clostridium phage were studied in terms of host range, MOI, one-step curve, temperature and pH stability. We sequenced and annotated the genome of the Clostridium phage and performed phylogenetic and pangenomic analyses. Finally, we studied its antibacterial activity against bacterial culture and its disinfection effect against C. perfringens in meat. A Clostridium phage, named ZWPH-P21 (P21), was isolated from chicken farm sewage in Jiangsu, China. P21 has been shown to specifically lyse C. perfringens type G. Further analysis of basic biological characteristics showed that P21 was stable under the conditions of pH 4-11 and temperature 4-60 °C, and the optimal multiple severity of infection (MOI) was 0.1. In addition, P21 could form a ""halo"" on agar plates, suggesting that the phage may encode depolymerase. Genome sequence analysis showed that P21 was the most closely related to Clostridium phage CPAS-15 belonging to the Myoviridae family, with a recognition rate of 97.24% and a query coverage rate of 98%. No virulence factors or drug resistance genes were found in P21. P21 showed promising antibacterial activity in vitro and in chicken disinfection experiments. In conclusion, P21 has the potential to be used for preventing and controlling C. perfringens in chicken food production.",Anaerobe,Journal Article,Animals; Humans; Clostridium perfringens; Bacteriophages; Chickens; Disinfection; Phylogeny; Anti-Bacterial Agents; Clostridium Infections; Poultry Diseases; Enteritis; Meat,10.1016/j.anaerobe.2023.102736,B_no_organism_block,ok,ADVANCE,
37197827,2024,Martyn GD,Phage-Displayed SH2 Domain Libraries: From Ultrasensitive Tyrosine Phosphoproteome Probes to Translational Research.,"Tyrosine phosphorylation is a critical regulator of cell signaling. A large fraction of the tyrosine phosphoproteome, however, remains uncharacterized, largely due to a lack of robust and scalable methods. The Src homology 2 (SH2) domain, a structurally conserved protein domain present in many intracellular signal-transducing proteins, naturally binds phosphorylated tyrosine (pTyr) residues, providing an ideal scaffold for the development of sensitive pTyr probes. Its modest affinity, however, has greatly limited its application. Phage display is an in vitro technique used for identifying ligands for proteins and other macromolecules. Using this technique, researchers have been able to engineer SH2 domains to increase their affinity and customize their specificity. Indeed, highly diverse phage display libraries have enabled the engineering of SH2 domains as affinity-purification (AP) tools for proteomic analysis as well as probes for aberrant tyrosine signaling detection and rewiring, and represent a promising class of novel diagnostics and therapeutics. This review describes the unique structure-function characteristics of SH2 domains, highlights the fundamental contribution of phage display in the development of technologies for the dissection of the tyrosine phosphoproteome, and highlights prospective uses of SH2 domains in basic and translational research.",Cold Spring Harbor protocols,Journal Article; Review,"Humans; Cell Surface Display Techniques; Peptide Library; Phosphoproteins; Proteome; src Homology Domains; Translational Research, Biomedical; Tyrosine",10.1101/pdb.over107981,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
37198061,2023,Champagne-Jorgensen K,Immunogenicity of bacteriophages.,"Hundreds of trillions of diverse bacteriophages (phages) peacefully thrive within and on the human body. However, whether and how phages influence their mammalian hosts is poorly understood. In this review, we explore current knowledge and present growing evidence that direct interactions between phages and mammalian cells often induce host inflammatory and antiviral immune responses. We show evidence that, like viruses of the eukaryotic host, phages are actively internalized by host cells and activate conserved viral detection receptors. This interaction often generates proinflammatory cytokine secretion and recruitment of adaptive immune programs. However, significant variability exists in phage-immune interactions, suggesting an important role for structural phage characteristics. The factors leading to the differential immunogenicity of phages remain largely unknown but are highly influenced by their human and bacterial hosts.",Trends in microbiology,"Journal Article; Review; Research Support, Non-U.S. Gov't",Animals; Humans; Bacteriophages; Bacteria; Mammals,10.1016/j.tim.2023.04.008,B_no_organism_block,ok,ADVANCE,
37198182,2023,Díaz-Perlas C,High-affinity peptides developed against calprotectin and their application as synthetic ligands in diagnostic assays.,"Common inflammatory disorders such as ulcerative colitis and Crohn's disease are non-invasively diagnosed or monitored by the biomarker calprotectin. However, current quantitative tests for calprotectin are antibody-based and vary depending on the type of antibody and assay used. Additionally, the binding epitopes of applied antibodies are not characterized by structures and for most antibodies it is unclear if they detect calprotectin dimer, tetramer, or both. Herein, we develop calprotectin ligands based on peptides, that offer advantages such as homogenous chemical composition, heat-stability, site-directed immobilization, and chemical synthesis at high purity and at low cost. By screening a 100-billion peptide phage display library against calprotectin, we identified a high-affinity peptide (Kd = 26 ± 3 nM) that binds to a large surface region (951 Å2) as shown by X-ray structure analysis. The peptide uniquely binds the calprotectin tetramer, which enabled robust and sensitive quantification of a defined species of calprotectin by ELISA and lateral flow assays in patient samples, and thus offers an ideal affinity reagent for next-generation inflammatory disease diagnostic assays.",Nature communications,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Leukocyte L1 Antigen Complex; Crohn Disease; Colitis, Ulcerative; Peptides; Biomarkers; Antibodies; Feces",10.1016/S1044-0305(99)00085-9,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
37199104,2023,Kunz Coyne AJ,Steno-sphere: Navigating the enigmatic world of emerging multidrug-resistant Stenotrophomonas maltophilia.,"Stenotrophomonas maltophilia is an opportunistic pathogen and frequent cause of serious nosocomial infections. Patient populations at greatest risk for these infections include the immunocompromised and those with chronic respiratory illnesses and prior antibiotic exposure, notably to carbapenems. Its complex virulence and resistance profile drastically limit available antibiotics, and incomplete breakpoint and pharmacokinetic/pharmacodynamic (PK/PD) data to inform dose optimization further complicates therapeutic approaches. Clinical comparison data of first-line agents, including trimethoprim-sulfamethoxazole (TMP-SMX), quinolones, and minocycline, are limited to conflicting observational data with no clear benefit of a single agent or combination therapy. Newer antibiotic approaches, including cefiderocol and aztreonam- avibactam, are promising alternatives for extensively drug-resistant isolates; however, clinical outcomes data are needed. The potential clinical utility of bacteriophage for compassionate use in treating S. maltophilia infections remains to be determined since data is limited to in-vitro and sparse in-vivo work. This article provides a review of available literature for S. maltophilia infection management focused on related epidemiology, resistance mechanisms, identification, susceptibility testing, antimicrobial PK/PD, and emerging therapeutic strategies.",Pharmacotherapy,Journal Article; Review,"Humans; Stenotrophomonas maltophilia; Anti-Bacterial Agents; Trimethoprim, Sulfamethoxazole Drug Combination; Minocycline; Anti-Infective Agents; Gram-Negative Bacterial Infections; Microbial Sensitivity Tests",10.1002/phar.2828,B_no_organism_block,ok,ADVANCE,
37199616,2023,Kebriaei R,Optimization of Phage-Antibiotic Combinations against Staphylococcus aureus Biofilms.,"Phage therapy has gained attention due to the spread of antibiotic-resistant bacteria and narrow pipeline of novel antibiotics. Phage cocktails are hypothesized to slow the overall development of resistance by challenging the bacteria with more than one phage. Here, we have used a combination of plate-, planktonic-, and biofilm-based screening assays to try to identify phage-antibiotic combinations that will eradicate preformed biofilms of Staphylococcus aureus strains that are otherwise difficult to kill. We have focused on methicillin-resistant S aureus (MRSA) strains and their daptomycin-nonsusceptible vancomycin-intermediate (DNS-VISA) derivatives to understand whether the phage-antibiotic interactions are altered by the changes associated with evolution from MRSA to DNS-VISA (which is known to occur in patients receiving antibiotic therapy). We evaluated the host range and cross-resistance patterns of five obligately lytic S. aureus myophages to select a three-phage cocktail. We screened these phages for their activity against 24-h bead biofilms and found that biofilms of two strains, D712 (DNS-VISA) and 8014 (MRSA), were the most resistant to killing by single phages. Specifically, even initial phage concentrations of 107 PFU per well could not prevent visible regrowth of bacteria from the treated biofilms. However, when we treated biofilms of the same two strains with phage-antibiotic combinations, we prevented bacterial regrowth when using up to 4 orders of magnitude less phage and antibiotic concentrations that were lower than our measured minimum biofilm inhibitory concentration. We did not see a consistent association between phage activity and the evolution of DNS-VISA genotypes in this small number of bacterial strains. IMPORTANCE The extracellular polymeric matrix of biofilms presents an impediment to antibiotic diffusion, facilitating the emergence of multidrug-resistant populations. While most phage cocktails are designed for the planktonic state of bacteria, it is important to take the biofilm mode of growth (the predominant mode of bacterial growth in nature) into consideration, as it is unclear how interactions between any specific phage and its bacterial hosts will depend on the physical properties of the growth environment. In addition, the extent of bacterial sensitivity to any given phage may vary from the planktonic to the biofilm state. Therefore, phage-containing treatments targeting biofilm infections such as catheters and prosthetic joint material may not be merely based on host range characteristics. Our results open avenues to new questions regarding phage-antibiotic treatment efficiency in the eradication of topologically structured biofilm settings and the extent of eradication efficacy relative to the single agents in biofilm populations.",Microbiology spectrum,Journal Article,Humans; Staphylococcus aureus; Methicillin-Resistant Staphylococcus aureus; Bacteriophages; Anti-Bacterial Agents; Biofilms; Staphylococcal Infections; Vancomycin; Daptomycin; Microbial Sensitivity Tests,10.1111/1469-0691.12651,B_no_organism_block,ok,ADVANCE,
37200291,2023,McCammon S,Phage therapy and the public: Increasing awareness essential to widespread use.,"Today, the antimicrobial resistance (AMR) crisis is shaping a world where previously treatable infections can kill. This has revitalised the development of antibiotic alternatives, such as phage therapy. The therapeutic use of phages, viruses that infect and kill bacteria, was first explored over a century ago. However, most of the Western world abandoned phage therapy in favour of antibiotics. While the technical feasibility of phage therapy has been increasingly investigated in recent years, there has been minimal effort to understand and tackle the social challenges that may hinder its development and implementation. In this study, we assess the UK public's awareness, acceptance, preferences and opinions regarding phage therapy using a survey, fielded on the Prolific online research platform. The survey contained two embedded experiments: a conjoint and framing experiment (N = 787). We demonstrate that acceptance of phage therapy among the lay public is already moderate, with a mean likelihood of acceptance of 4.71 on a scale of 1 (not at all likely to accept phage therapy) to 7 (very likely to accept phage therapy). However, priming participants to think about novel medicines and antibiotic resistance significantly increases their likelihood of using phage therapy. Moreover, the conjoint experiment reveals that success and side effect rate, treatment duration, and where the medicine has been approved for use has a statistically significant effect on participants' treatment preferences. Investigations altering the framing of phage therapy, to highlight positive and negative aspects, reveal a higher acceptance of the treatment when described without using perceived harsh words, such as ""kill"" and ""virus"". Combined, this information provides an initial insight into how phage therapy could be developed and introduced in the UK to maximise acceptance rate.",PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Humans; Bacterial Infections; Phage Therapy; Bacteria; Bacteriophages; Anti-Bacterial Agents,10.1186/s13073-016-0294-z,B_no_organism_block,ok,ADVANCE,
37201587,2023,Zhao K,Identification of SARS-CoV-2 PLpro and 3CLpro human proteome substrates using substrate phage display coupled with protein network analysis.,"Viral proteases play key roles in viral replication, and they also facilitate immune escape by proteolyzing diverse target proteins. Deep profiling of viral protease substrates in host cells is beneficial for understanding viral pathogenesis and for antiviral drug discovery. Here, we utilized substrate phage display coupled with protein network analysis to identify human proteome substrates of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) viral proteases, including papain-like protease (PLpro) and 3C-like protease (3CLpro). We first performed peptide substrates selection of PLpro and 3CLpro, and we then used the top 24 preferred substrate sequences to identify a total of 290 putative protein substrates. Protein network analysis revealed that the top clusters of PLpro and 3CLpro substrate proteins contain ubiquitin-related proteins and cadherin-related proteins, respectively. We verified that cadherin-6 and cadherin-12 are novel substrates of 3CLpro, and CD177 is a novel substrate of PLpro using in vitro cleavage assays. We thus demonstrated that substrate phage display coupled with protein network analysis is a simple and high throughput method to identify human proteome substrates of SARS-CoV-2 viral proteases for further understanding of virus-host interactions.",The Journal of biological chemistry,"Journal Article; Research Support, Non-U.S. Gov't",Humans; COVID-19; Peptide Hydrolases; Proteome; SARS-CoV-2; Viral Proteases; Coronavirus 3C Proteases; Coronavirus Papain-Like Proteases,10.1101/2020.09.03.282103,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
37203933,2024,Ozma MA,A critical review of novel antibiotic resistance prevention approaches with a focus on postbiotics.,"Antibiotic resistance is a significant public health issue, causing illnesses that were once easily treatable with antibiotics to develop into dangerous infections, leading to substantial disability and even death. To help fight this growing threat, scientists are developing new methods and techniques that play a crucial role in treating infections and preventing the inappropriate use of antibiotics. These effective therapeutic methods include phage therapies, quorum-sensing inhibitors, immunotherapeutics, predatory bacteria, antimicrobial adjuvants, haemofiltration, nanoantibiotics, microbiota transplantation, plant-derived antimicrobials, RNA therapy, vaccine development, and probiotics. As a result of the activity of probiotics in the intestine, compounds derived from the structure and metabolism of these bacteria are obtained, called postbiotics, which include multiple agents with various therapeutic applications, especially antimicrobial effects, by using different mechanisms. These compounds have been chosen in particular because they don't promote the spread of antibiotic resistance and don't include substances that can increase antibiotic resistance. This manuscript provides an overview of the novel approaches to preventing antibiotic resistance with emphasis on the various postbiotic metabolites derived from the gut beneficial microbes, their activities, recent related progressions in the food and medical fields, as well as concisely giving an insight into the new concept of postbiotics as ""hyperpostbiotic"".",Critical reviews in food science and nutrition,Journal Article; Review,"Humans; Probiotics; Gastrointestinal Microbiome; Anti-Bacterial Agents; Drug Resistance, Bacterial; Bacteria; Drug Resistance, Microbial",10.1080/10408398.2023.2214818,B_no_organism_block,ok,ADVANCE,
37207649,2023,Liang W,Airway dysbiosis accelerates lung function decline in chronic obstructive pulmonary disease.,"Progressive lung function decline is a hallmark of chronic obstructive pulmonary disease (COPD). Airway dysbiosis occurs in COPD, but whether it contributes to disease progression remains unknown. Here, we show, through a longitudinal analysis of two cohorts involving four UK centers, that baseline airway dysbiosis in COPD patients, characterized by the enrichment of opportunistic pathogenic taxa, associates with a rapid forced expiratory volume in 1 s (FEV1) decline over 2 years. Dysbiosis associates with exacerbation-related FEV1 fall and sudden FEV1 fall at stability, contributing to long-term FEV1 decline. A third cohort in China further validates the microbiota-FEV1-decline association. Human multi-omics and murine studies show that airway Staphylococcus aureus colonization promotes lung function decline through homocysteine, which elicits a neutrophil apoptosis-to-NETosis shift via the AKT1-S100A8/A9 axis. S. aureus depletion via bacteriophages restores lung function in emphysema mice, providing a fresh approach to slow COPD progression by targeting the airway microbiome.",Cell host & microbe,Journal Article,"Humans; Animals; Mice; Lung; Dysbiosis; Staphylococcus aureus; Pulmonary Disease, Chronic Obstructive; Forced Expiratory Volume; Disease Progression",10.1016/j.chom.2023.04.018,B_no_organism_block,ok,ADVANCE,
37208714,2023,Lamy-Besnier Q,Chromosome folding and prophage activation reveal specific genomic architecture for intestinal bacteria.,"Bacteria and their viruses, bacteriophages, are the most abundant entities of the gut microbiota, a complex community of microorganisms associated with human health and disease. In this ecosystem, the interactions between these two key components are still largely unknown. In particular, the impact of the gut environment on bacteria and their associated prophages is yet to be deciphered. To gain insight into the activity of lysogenic bacteriophages within the context of their host genomes, we performed proximity ligation-based sequencing (Hi-C) in both in vitro and in vivo conditions on the 12 bacterial strains of the OMM12 synthetic bacterial community stably associated within mice gut (gnotobiotic mouse line OMM12). High-resolution contact maps of the chromosome 3D organization of the bacterial genomes revealed a wide diversity of architectures, differences between environments, and an overall stability over time in the gut of mice. The DNA contacts pointed at 3D signatures of prophages leading to 16 of them being predicted as functional. We also identified circularization signals and observed different 3D patterns between in vitro and in vivo conditions. Concurrent virome analysis showed that 11 of these prophages produced viral particles and that OMM12 mice do not carry other intestinal viruses. The precise identification by Hi-C of functional and active prophages within bacterial communities will unlock the study of interactions between bacteriophages and bacteria across conditions (healthy vs disease). Video Abstract.",Microbiome,"Video-Audio Media; Journal Article; Research Support, Non-U.S. Gov't",Mice; Humans; Animals; Prophages; Ecosystem; Bacteriophages; Genomics; Chromosomes; Bacteria,10.1038/s41564-019-0416-7,B_no_organism_block,ok,ADVANCE,
